Beschäftigtenindex;Verkehr und Lagerei;8,2;8,9;9,1;9,5;9,6;9,8;9,1;8,8;9,2;8,9;8,8;8,9|
Beschäftigtenindex;Information und Kommunikation;0,5;0,3;0,5;0,6;0,4;0,2;0,8;1,3;2,3;2,8;2,6;2,1|
Beschäftigtenindex;Grundstücks- und Wohnungswesen;8,8;9,1;9,7;10,3;10,7;10,8;10,3;10,1;10,5;10,3;10,3;10,4|
Beschäftigtenindex;Freiberufliche,wiss.u.techn.Dienstleistg.;-0,4;-0,9;-0,8;0,7;1,4;1,7;1,8;1,7;1,9;1,7;1,9;1,8|
Beschäftigtenindex;Sonst.wirtschaftl.Dienstleistg.;-0,7;-0,3;1,3;4;5,4;6,2;4,1;4;4,8;3,8;3,8;3,2|
Beschäftigtenindex;Dienstleistungen zusammen;2,5;2,7;3,4;4,9;5,5;6;5,1;5;5,6;5,1;5,1;4,8|
Beschäftigtenindex;Dienstleistungen zusammen ohne L;2,1;2,3;3,1;4,6;5,2;5,7;4,8;4,7;5,3;4,8;4,8;4,5|
Umsatzindex nominal;Verkehr und Lagerei;3,6;4,8;16,3;28,4;16,1;15,5;15,1;14,5;11,3;16,2;18,3;16,3|
Umsatzindex nominal;Information und Kommunikation;-12,8;3,9;0;-6,8;5,6;2,5;-3,9;11,6;4,4;2,6;1,1;8,2|
Umsatzindex nominal;Grundstücks- und Wohnungswesen;29,2;25,8;34,7;43,4;39,5;45;41,1;41,1;41,3;32;43;57|
Umsatzindex nominal;Freiberufliche,wiss.u.techn.Dienstleistg.;-7,8;-4;-2,7;1,4;8,4;8,5;4,6;9,1;6,5;-0,4;3,4;3|
Umsatzindex nominal;Sonst.wirtschaftl.Dienstleistg.;-9,6;-0,2;8;17,2;21,8;17,7;17,5;19,2;19,1;15;16,9;6,9|
Umsatzindex nominal;Dienstleistungen zusammen;-2,8;3,6;9,3;14,7;15,5;14,5;11,8;16,3;13,2;11,2;13,3;13|
Umsatzindex nominal;Dienstleistungen zusammen ohne L;-5,4;1,7;7,1;12,1;13,3;11,4;9,3;13,8;10,6;9,5;10,9;9,1|
Umsatzindex real;Verkehr und Lagerei;-1,7;-0,9;9,7;23,1;11,4;10,5;8,9;6,8;2,8;7;9,2;7,9|
Umsatzindex real;Information und Kommunikation;-13,1;3,4;-0,5;-7,6;4,7;1,6;-5;10,4;3,4;1,7;0,2;7,3|
Umsatzindex real;Grundstücks- und Wohnungswesen;27,5;24,1;33;41,6;37,6;43;39,2;39,2;39,4;30,2;41;54,7|
Umsatzindex real;Freiberufliche,wiss.u.techn.Dienstleistg.;-10;-6,6;-5,2;-1,3;5,4;5,4;1,5;6,1;3,6;-3,2;0,2;-0,3|
Umsatzindex real;Sonst.wirtschaftl.Dienstleistg.;-12,5;-3;5;14,7;18,8;14,8;13,1;14,6;15;10,9;14;2,8|
Umsatzindex real;Dienstleistungen zusammen;-5,7;0,4;5,7;11,4;12,3;11,2;7,8;11,8;8,4;6,4;8,7;8,8|
Umsatzindex real;Dienstleistungen zusammen ohne L;-8,4;-1,6;3,4;8,8;10;8,1;5,1;9,1;5,6;4,5;6,2;4,8|
